Station,Date,Daily_Entry,Daily_Exit	
CYPRESS AV,08/18/2020,1138,1334	
CYPRESS AV,08/19/2020,1093,1290	
CYPRESS AV,08/20/2020,1215,1389	
CYPRESS AV,08/21/2020,1142,1355	
CYPRESS AV,08/22/2020,725,862	
CYPRESS AV,08/23/2020,527,637	
CYPRESS AV,08/24/2020,1100,1288	
CYPRESS AV,08/25/2020,1169,1235	
CYPRESS AV,08/26/2020,1115,1242	
CYPRESS AV,08/27/2020,1122,1204	
CYPRESS AV,08/28/2020,1142,1255	
CYPRESS AV,08/29/2020,587,675	
CYPRESS AV,08/30/2020,519,530	
CYPRESS AV,08/31/2020,1155,1098	
CYPRESS AV,09/01/2020,1261,1295	
CYPRESS AV,09/02/2020,1266,1399	
CYPRESS AV,09/03/2020,1305,1303	
CYPRESS AV,09/04/2020,1288,1516	
CYPRESS AV,09/05/2020,791,893	
CYPRESS AV,09/06/2020,631,737	
CYPRESS AV,09/07/2020,730,776	
CYPRESS AV,09/08/2020,1334,1493	
CYPRESS AV,09/09/2020,1333,1418	
CYPRESS AV,09/10/2020,1319,1359	
CYPRESS AV,09/11/2020,1368,1529	
CYPRESS AV,09/12/2020,859,977	
CYPRESS AV,09/13/2020,651,790	
CYPRESS AV,09/14/2020,1369,1458	
CYPRESS AV,09/15/2020,1436,1460	
CYPRESS AV,09/16/2020,1350,1499	
CYPRESS AV,09/17/2020,1483,1475	
CYPRESS AV,09/18/2020,1434,1447	
CYPRESS AV,09/19/2020,861,1018	
CYPRESS AV,09/20/2020,606,758	
CYPRESS AV,09/21/2020,1465,1446	
CYPRESS AV,09/22/2020,1471,1430	
CYPRESS AV,09/23/2020,1456,1470	
CYPRESS AV,09/24/2020,1447,1404	
CYPRESS AV,09/25/2020,10301,10850	
CYPRESS AV,10/03/2020,927,1128	
CYPRESS AV,10/04/2020,696,812	
CYPRESS AV,10/05/2020,1533,1530	
CYPRESS AV,10/06/2020,1525,1504	
CYPRESS AV,10/07/2020,1544,1536	
CYPRESS AV,10/08/2020,1535,1578	
CYPRESS AV,10/09/2020,1660,1646	
CYPRESS AV,10/10/2020,961,1070	
CYPRESS AV,10/11/2020,648,747	
CYPRESS AV,10/12/2020,1280,1400	
CYPRESS AV,10/13/2020,1472,1574	
CYPRESS AV,10/14/2020,1528,1537	
CYPRESS AV,10/15/2020,1491,1485	
CYPRESS AV,10/16/2020,1459,1558	
CYPRESS AV,10/17/2020,954,1017	
CYPRESS AV,10/18/2020,659,865	
CYPRESS AV,10/19/2020,1535,1445	
CYPRESS AV,10/20/2020,1598,1500	
CYPRESS AV,10/21/2020,1541,1471	
CYPRESS AV,10/22/2020,1461,1502	
CYPRESS AV,10/23/2020,1495,1542	
CYPRESS AV,10/24/2020,946,1049	
CYPRESS AV,10/25/2020,652,815	
CYPRESS AV,10/26/2020,1534,1520	
CYPRESS AV,10/27/2020,1472,1426	
CYPRESS AV,10/28/2020,1434,1261	
CYPRESS AV,10/29/2020,1280,1122	
CYPRESS AV,10/30/2020,1483,1459	
CYPRESS AV,10/31/2020,948,1074	
CYPRESS AV,11/01/2020,619,687	
CYPRESS AV,11/02/2020,1484,1407	
CYPRESS AV,11/03/2020,1263,1133	
CYPRESS AV,11/04/2020,1460,1383	
CYPRESS AV,11/05/2020,1531,1506	
CYPRESS AV,11/06/2020,1496,1677	
CYPRESS AV,11/07/2020,907,1110	
CYPRESS AV,11/08/2020,698,898	
CYPRESS AV,11/09/2020,1519,1590	
CYPRESS AV,11/10/2020,1595,1531	
CYPRESS AV,11/11/2020,1398,1410	
CYPRESS AV,11/12/2020,1464,1485	
CYPRESS AV,11/13/2020,1272,1590	
CYPRESS AV,11/14/2020,829,1045	
CYPRESS AV,11/15/2020,592,741	
CYPRESS AV,11/16/2020,1592,1564	
CYPRESS AV,11/17/2020,1516,1465	
CYPRESS AV,11/18/2020,1524,1467	
CYPRESS AV,11/19/2020,1471,1416	
CYPRESS HILLS,01/01/2020,481,385	
CYPRESS HILLS,01/02/2020,1505,906	
CYPRESS HILLS,01/03/2020,1471,909	
CYPRESS HILLS,01/04/2020,672,447	
CYPRESS HILLS,01/05/2020,554,437	
CYPRESS HILLS,01/06/2020,1546,923	
CYPRESS HILLS,01/07/2020,1569,961	
CYPRESS HILLS,01/08/2020,1551,931	
CYPRESS HILLS,01/09/2020,1595,920	
CYPRESS HILLS,01/10/2020,1551,935	
CYPRESS HILLS,01/11/2020,1,33	
CYPRESS HILLS,01/12/2020,21,64	
CYPRESS HILLS,01/13/2020,1441,975	
CYPRESS HILLS,01/14/2020,1558,1000	
CYPRESS HILLS,01/15/2020,1598,964	
CYPRESS HILLS,01/16/2020,1552,941	
CYPRESS HILLS,01/17/2020,1523,883	
CYPRESS HILLS,01/18/2020,629,421	
CYPRESS HILLS,01/19/2020,564,454	
CYPRESS HILLS,01/20/2020,968,641	
CYPRESS HILLS,01/21/2020,1499,904	
CYPRESS HILLS,01/22/2020,1514,953	
CYPRESS HILLS,01/23/2020,1521,859	
CYPRESS HILLS,01/24/2020,1479,851	
CYPRESS HILLS,01/25/2020,655,442	
CYPRESS HILLS,01/26/2020,599,400	
CYPRESS HILLS,01/27/2020,1479,918	
CYPRESS HILLS,01/28/2020,1583,961	
CYPRESS HILLS,01/29/2020,1626,992	
CYPRESS HILLS,01/30/2020,1647,955	
CYPRESS HILLS,01/31/2020,1620,1140	
CYPRESS HILLS,02/01/2020,802,560	
CYPRESS HILLS,02/02/2020,607,407	
CYPRESS HILLS,02/03/2020,1557,916	
CYPRESS HILLS,02/04/2020,1568,1001	
CYPRESS HILLS,02/05/2020,1618,987	
CYPRESS HILLS,02/06/2020,1623,984	
CYPRESS HILLS,02/07/2020,1601,905	
CYPRESS HILLS,02/08/2020,786,500	
CYPRESS HILLS,02/09/2020,575,386	
CYPRESS HILLS,02/10/2020,1512,912	
CYPRESS HILLS,02/11/2020,1620,946	
CYPRESS HILLS,02/12/2020,1604,985	
CYPRESS HILLS,02/13/2020,1585,976	
CYPRESS HILLS,02/14/2020,1635,961	
CYPRESS HILLS,02/15/2020,718,463	
CYPRESS HILLS,02/16/2020,554,363	
CYPRESS HILLS,02/17/2020,1025,652	
CYPRESS HILLS,02/18/2020,1316,817	
CYPRESS HILLS,02/19/2020,1336,769	
CYPRESS HILLS,02/20/2020,1351,795	
CYPRESS HILLS,02/21/2020,1266,728	
CYPRESS HILLS,02/22/2020,818,500	
CYPRESS HILLS,02/23/2020,621,455	
CYPRESS HILLS,02/24/2020,1575,921	
CYPRESS HILLS,02/25/2020,1577,1014	
CYPRESS HILLS,02/26/2020,1630,945	
CYPRESS HILLS,02/27/2020,1628,963	
CYPRESS HILLS,02/28/2020,1567,965	
CYPRESS HILLS,02/29/2020,750,469	
CYPRESS HILLS,03/01/2020,583,398	
CYPRESS HILLS,03/02/2020,1574,965	
CYPRESS HILLS,03/03/2020,1581,1044	
CYPRESS HILLS,03/04/2020,1638,1017	
CYPRESS HILLS,03/05/2020,1587,1014	
CYPRESS HILLS,03/06/2020,1551,993	
CYPRESS HILLS,03/07/2020,1365,948	
CYPRESS HILLS,03/09/2020,1552,962	
CYPRESS HILLS,03/10/2020,1584,1001	
CYPRESS HILLS,03/11/2020,1546,1011	
CYPRESS HILLS,03/12/2020,1466,941	
CYPRESS HILLS,03/13/2020,1339,852	
CYPRESS HILLS,03/14/2020,668,469	
CYPRESS HILLS,03/15/2020,475,353	
CYPRESS HILLS,03/16/2020,874,532	
CYPRESS HILLS,03/17/2020,801,518	
CYPRESS HILLS,03/18/2020,781,511	
CYPRESS HILLS,03/19/2020,728,461	
CYPRESS HILLS,03/20/2020,636,411	
CYPRESS HILLS,03/21/2020,324,256	
CYPRESS HILLS,03/22/2020,233,189	
CYPRESS HILLS,03/23/2020,377,250	
CYPRESS HILLS,03/24/2020,365,264	
CYPRESS HILLS,03/25/2020,388,244	
CYPRESS HILLS,03/26/2020,383,252	
CYPRESS HILLS,03/27/2020,342,241	
CYPRESS HILLS,03/28/2020,164,136	
CYPRESS HILLS,03/29/2020,141,144	
CYPRESS HILLS,03/30/2020,280,213	
CYPRESS HILLS,03/31/2020,260,154	
CYPRESS HILLS,04/01/2020,263,198	
CYPRESS HILLS,04/02/2020,251,211	
CYPRESS HILLS,04/03/2020,236,173	
CYPRESS HILLS,04/04/2020,142,107	
CYPRESS HILLS,04/05/2020,112,106	
CYPRESS HILLS,04/06/2020,232,175	
CYPRESS HILLS,04/07/2020,214,158	
CYPRESS HILLS,04/08/2020,224,168	
CYPRESS HILLS,04/09/2020,209,148	
CYPRESS HILLS,04/10/2020,187,154	
CYPRESS HILLS,04/11/2020,120,108	
CYPRESS HILLS,04/12/2020,110,112	
CYPRESS HILLS,04/13/2020,197,153	
CYPRESS HILLS,04/14/2020,225,156	
CYPRESS HILLS,04/15/2020,226,171	
CYPRESS HILLS,04/16/2020,198,153	
CYPRESS HILLS,04/17/2020,221,182	
CYPRESS HILLS,04/18/2020,148,138	
CYPRESS HILLS,04/19/2020,110,136	
CYPRESS HILLS,04/20/2020,269,199	
CYPRESS HILLS,04/21/2020,210,192	
CYPRESS HILLS,04/22/2020,269,228	
CYPRESS HILLS,04/23/2020,265,166	
CYPRESS HILLS,04/24/2020,252,175	
CYPRESS HILLS,04/25/2020,145,128	
CYPRESS HILLS,04/26/2020,128,120	
CYPRESS HILLS,04/27/2020,279,217	
CYPRESS HILLS,04/28/2020,296,207	
CYPRESS HILLS,04/29/2020,289,185	
CYPRESS HILLS,04/30/2020,264,205	
CYPRESS HILLS,05/01/2020,289,220	
CYPRESS HILLS,05/02/2020,194,175	
CYPRESS HILLS,05/03/2020,177,156	
CYPRESS HILLS,05/04/2020,292,210	
CYPRESS HILLS,05/05/2020,277,199	
CYPRESS HILLS,05/06/2020,289,227	
CYPRESS HILLS,05/07/2020,317,234	
CYPRESS HILLS,05/08/2020,304,214	
CYPRESS HILLS,05/09/2020,169,169	
CYPRESS HILLS,05/10/2020,173,178	
CYPRESS HILLS,05/11/2020,285,213	
CYPRESS HILLS,05/12/2020,327,218	
CYPRESS HILLS,05/13/2020,321,245	
CYPRESS HILLS,05/14/2020,367,236	
CYPRESS HILLS,05/15/2020,336,234	
CYPRESS HILLS,05/16/2020,197,160	
CYPRESS HILLS,05/17/2020,165,138	
CYPRESS HILLS,05/18/2020,323,224	
CYPRESS HILLS,05/19/2020,371,228	
CYPRESS HILLS,05/20/2020,394,252	
CYPRESS HILLS,05/21/2020,366,262	
CYPRESS HILLS,05/22/2020,375,253	
CYPRESS HILLS,05/23/2020,221,180	
CYPRESS HILLS,05/24/2020,149,184	
CYPRESS HILLS,05/25/2020,224,218	
CYPRESS HILLS,05/26/2020,367,256	
CYPRESS HILLS,05/27/2020,400,295	
CYPRESS HILLS,05/28/2020,429,294	
CYPRESS HILLS,05/29/2020,383,292	
CYPRESS HILLS,05/30/2020,287,216	
CYPRESS HILLS,05/31/2020,196,218	
CYPRESS HILLS,06/01/2020,352,316	
CYPRESS HILLS,06/02/2020,399,276	
CYPRESS HILLS,06/03/2020,423,288	
CYPRESS HILLS,06/04/2020,422,298	
CYPRESS HILLS,06/05/2020,424,324	
CYPRESS HILLS,06/06/2020,257,200	
CYPRESS HILLS,06/07/2020,224,189	
CYPRESS HILLS,06/08/2020,459,331	
CYPRESS HILLS,06/09/2020,457,304	
CYPRESS HILLS,06/10/2020,464,346	
CYPRESS HILLS,06/11/2020,459,297	
CYPRESS HILLS,06/12/2020,487,334	
CYPRESS HILLS,06/13/2020,297,255	
CYPRESS HILLS,06/14/2020,230,211	
CYPRESS HILLS,06/15/2020,451,329	
CYPRESS HILLS,06/16/2020,475,353	
CYPRESS HILLS,06/17/2020,497,340	
CYPRESS HILLS,06/18/2020,499,344	
CYPRESS HILLS,06/19/2020,542,369	
CYPRESS HILLS,06/20/2020,315,274	
CYPRESS HILLS,06/21/2020,279,238	
CYPRESS HILLS,06/22/2020,495,346	
CYPRESS HILLS,06/23/2020,502,372	
CYPRESS HILLS,06/24/2020,526,375	
CYPRESS HILLS,06/25/2020,561,391	
CYPRESS HILLS,06/26/2020,564,375	
CYPRESS HILLS,06/27/2020,347,267	
CYPRESS HILLS,06/28/2020,268,223	
CYPRESS HILLS,06/29/2020,447,371	
CYPRESS HILLS,06/30/2020,529,365	
CYPRESS HILLS,07/01/2020,508,358	
CYPRESS HILLS,07/02/2020,575,426	
CYPRESS HILLS,07/03/2020,448,343	
CYPRESS HILLS,07/04/2020,286,235	
CYPRESS HILLS,07/05/2020,229,234	
CYPRESS HILLS,07/06/2020,478,370	
CYPRESS HILLS,07/07/2020,484,383	
CYPRESS HILLS,07/08/2020,501,405	
CYPRESS HILLS,07/09/2020,526,387	
CYPRESS HILLS,07/10/2020,458,336	
CYPRESS HILLS,07/11/2020,369,304	
CYPRESS HILLS,07/12/2020,281,239	
CYPRESS HILLS,07/13/2020,517,364	
CYPRESS HILLS,07/14/2020,503,408	
CYPRESS HILLS,07/15/2020,545,431	
CYPRESS HILLS,07/16/2020,591,416	
CYPRESS HILLS,07/17/2020,549,401	
CYPRESS HILLS,07/18/2020,379,266	
CYPRESS HILLS,07/19/2020,237,242	
CYPRESS HILLS,07/20/2020,417,382	
CYPRESS HILLS,07/21/2020,477,392	
CYPRESS HILLS,07/22/2020,496,409	
CYPRESS HILLS,07/23/2020,575,436	
CYPRESS HILLS,07/24/2020,534,400	
CYPRESS HILLS,07/25/2020,350,305	
CYPRESS HILLS,07/26/2020,254,230	
CYPRESS HILLS,07/27/2020,426,373	
CYPRESS HILLS,07/28/2020,469,374	
CYPRESS HILLS,07/29/2020,470,401	
CYPRESS HILLS,07/30/2020,538,398	
CYPRESS HILLS,07/31/2020,553,426	
CYPRESS HILLS,08/01/2020,344,282	
CYPRESS HILLS,08/02/2020,252,221	
CYPRESS HILLS,08/03/2020,451,394	
CYPRESS HILLS,08/04/2020,444,358	
CYPRESS HILLS,08/05/2020,606,432	
CYPRESS HILLS,08/06/2020,575,433	
CYPRESS HILLS,08/07/2020,3744,3028	
CYPRESS HILLS,08/15/2020,294,297	
CYPRESS HILLS,08/16/2020,241,223	
CYPRESS HILLS,08/17/2020,560,416	
CYPRESS HILLS,08/18/2020,530,412	
CYPRESS HILLS,08/19/2020,485,412	
CYPRESS HILLS,08/20/2020,525,435	
CYPRESS HILLS,08/21/2020,581,444	
CYPRESS HILLS,08/22/2020,363,284	
CYPRESS HILLS,08/23/2020,260,259	
CYPRESS HILLS,08/24/2020,466,390	
CYPRESS HILLS,08/25/2020,490,439	
CYPRESS HILLS,08/26/2020,529,460	
CYPRESS HILLS,08/27/2020,1137,929	
CYPRESS HILLS,08/29/2020,257,257	
CYPRESS HILLS,08/30/2020,233,266	
CYPRESS HILLS,08/31/2020,554,446	
CYPRESS HILLS,09/01/2020,563,509	
CYPRESS HILLS,09/02/2020,603,450	
CYPRESS HILLS,09/03/2020,642,505	
CYPRESS HILLS,09/04/2020,647,519	
CYPRESS HILLS,09/05/2020,397,360	
CYPRESS HILLS,09/06/2020,389,309	
CYPRESS HILLS,09/07/2020,454,297	
CYPRESS HILLS,09/08/2020,602,477	
CYPRESS HILLS,09/09/2020,658,509	
CYPRESS HILLS,09/10/2020,711,515	
CYPRESS HILLS,09/11/2020,754,509	
CYPRESS HILLS,09/12/2020,438,375	
CYPRESS HILLS,09/13/2020,369,299	
CYPRESS HILLS,09/14/2020,587,508	
CYPRESS HILLS,09/15/2020,685,517	
CYPRESS HILLS,09/16/2020,673,529	
CYPRESS HILLS,09/17/2020,672,555	
CYPRESS HILLS,09/18/2020,689,549	
CYPRESS HILLS,09/19/2020,427,387	
CYPRESS HILLS,09/20/2020,373,273	
CYPRESS HILLS,09/21/2020,652,470	
CYPRESS HILLS,09/22/2020,702,460	
CYPRESS HILLS,09/23/2020,752,486	
CYPRESS HILLS,09/24/2020,715,491	
CYPRESS HILLS,09/25/2020,4588,3557	
CYPRESS HILLS,10/03/2020,464,369	
CYPRESS HILLS,10/04/2020,371,311	
CYPRESS HILLS,10/05/2020,684,531	
CYPRESS HILLS,10/06/2020,747,523	
CYPRESS HILLS,10/07/2020,712,508	
CYPRESS HILLS,10/08/2020,760,518	
CYPRESS HILLS,10/09/2020,761,527	
CYPRESS HILLS,10/10/2020,441,410	
CYPRESS HILLS,10/11/2020,350,283	
CYPRESS HILLS,10/12/2020,559,369	
CYPRESS HILLS,10/13/2020,694,491	
CYPRESS HILLS,10/14/2020,717,504	
CYPRESS HILLS,10/15/2020,730,551	
CYPRESS HILLS,10/16/2020,672,477	
CYPRESS HILLS,10/17/2020,488,397	
CYPRESS HILLS,10/18/2020,369,271	
CYPRESS HILLS,10/19/2020,694,494	
CYPRESS HILLS,10/20/2020,708,512	
CYPRESS HILLS,10/21/2020,705,499	
CYPRESS HILLS,10/22/2020,730,565	
CYPRESS HILLS,10/23/2020,758,541	
CYPRESS HILLS,10/24/2020,468,364	
CYPRESS HILLS,10/25/2020,360,297	
CYPRESS HILLS,10/26/2020,718,467	
CYPRESS HILLS,10/27/2020,750,545	
CYPRESS HILLS,10/28/2020,747,514	
CYPRESS HILLS,10/29/2020,701,489	
CYPRESS HILLS,10/30/2020,711,503	
CYPRESS HILLS,10/31/2020,473,347	
CYPRESS HILLS,11/01/2020,337,276	
CYPRESS HILLS,11/02/2020,728,498	
CYPRESS HILLS,11/03/2020,646,502	
CYPRESS HILLS,11/04/2020,681,537	
CYPRESS HILLS,11/05/2020,725,522	
CYPRESS HILLS,11/06/2020,781,594	
CYPRESS HILLS,11/07/2020,478,398	
CYPRESS HILLS,11/08/2020,382,330	
CYPRESS HILLS,11/09/2020,695,530	
CYPRESS HILLS,11/10/2020,748,585	
CYPRESS HILLS,11/11/2020,598,438	
CYPRESS HILLS,11/12/2020,729,497	
CYPRESS HILLS,11/13/2020,743,507	
CYPRESS HILLS,11/14/2020,481,410	
CYPRESS HILLS,11/15/2020,381,330	
CYPRESS HILLS,11/16/2020,681,500	
CYPRESS HILLS,11/17/2020,716,523	
CYPRESS HILLS,11/18/2020,663,532	
CYPRESS HILLS,11/19/2020,699,476	
DEKALB AV,01/01/2020,2767,3286	
DEKALB AV,01/02/2020,9093,8083	
DEKALB AV,01/03/2020,9121,7981	
DEKALB AV,01/04/2020,4257,4536	
DEKALB AV,01/05/2020,3196,3397	
DEKALB AV,01/06/2020,10049,8501	
DEKALB AV,01/07/2020,10578,8663	
DEKALB AV,01/08/2020,10559,8686	
DEKALB AV,01/09/2020,10467,8652	
DEKALB AV,01/10/2020,10710,9123	
DEKALB AV,01/11/2020,4994,5062	
DEKALB AV,01/12/2020,3425,4062	
DEKALB AV,01/13/2020,10451,8875	
DEKALB AV,01/14/2020,10901,8722	
DEKALB AV,01/15/2020,10682,9225	
DEKALB AV,01/16/2020,10682,8926	
DEKALB AV,01/17/2020,10572,8377	
DEKALB AV,01/18/2020,2759,3820	
DEKALB AV,01/19/2020,2207,3244	
DEKALB AV,01/20/2020,5435,5038	
DEKALB AV,01/21/2020,10305,8402	
DEKALB AV,01/22/2020,10693,8935	
DEKALB AV,01/23/2020,10923,9153	
DEKALB AV,01/24/2020,9571,8368	
DEKALB AV,01/25/2020,4100,4217	
DEKALB AV,01/26/2020,3426,3641	
DEKALB AV,01/27/2020,9788,8325	
DEKALB AV,01/28/2020,11569,9301	
DEKALB AV,01/29/2020,11688,9780	
DEKALB AV,01/30/2020,11661,9329	
DEKALB AV,01/31/2020,10858,8980	
DEKALB AV,02/01/2020,4636,4801	
DEKALB AV,02/02/2020,3473,3572	
DEKALB AV,02/03/2020,10812,9164	
DEKALB AV,02/04/2020,11701,9948	
DEKALB AV,02/05/2020,11567,9386	
DEKALB AV,02/06/2020,11565,9408	
DEKALB AV,02/07/2020,10833,8922	
DEKALB AV,02/08/2020,3751,3487	
DEKALB AV,02/09/2020,2664,2591	
DEKALB AV,02/10/2020,11080,8926	
DEKALB AV,02/11/2020,11619,9172	
DEKALB AV,02/12/2020,11460,9582	
DEKALB AV,02/13/2020,11602,9003	
DEKALB AV,02/14/2020,10891,9101	
DEKALB AV,02/15/2020,2908,4001	
DEKALB AV,02/16/2020,2287,3213	
DEKALB AV,02/17/2020,3410,4378	
DEKALB AV,02/18/2020,9289,8137	
DEKALB AV,02/19/2020,9834,8523	
DEKALB AV,02/20/2020,9806,8309	
DEKALB AV,02/21/2020,9086,7790	
DEKALB AV,02/22/2020,2705,3129	
DEKALB AV,02/23/2020,1827,2287	
DEKALB AV,02/24/2020,11070,9244	
DEKALB AV,02/25/2020,11183,9276	
DEKALB AV,02/26/2020,11324,9218	
DEKALB AV,02/27/2020,11253,9345	
DEKALB AV,02/28/2020,10950,8882	
DEKALB AV,02/29/2020,3005,2871	
DEKALB AV,03/01/2020,2097,2047	
DEKALB AV,03/02/2020,10990,9004	
DEKALB AV,03/03/2020,11488,9228	
DEKALB AV,03/04/2020,10999,9265	
DEKALB AV,03/05/2020,11373,9594	
DEKALB AV,03/06/2020,10215,8768	
DEKALB AV,03/07/2020,7993,7977	
DEKALB AV,03/09/2020,9708,8070	
DEKALB AV,03/10/2020,9561,8009	
DEKALB AV,03/11/2020,8409,7895	
DEKALB AV,03/12/2020,8025,7089	
DEKALB AV,03/13/2020,6939,6183	
DEKALB AV,03/14/2020,2373,2774	
DEKALB AV,03/15/2020,1607,1847	
DEKALB AV,03/16/2020,3613,3611	
DEKALB AV,03/17/2020,3119,3065	
DEKALB AV,03/18/2020,2732,2972	
DEKALB AV,03/19/2020,2505,2631	
DEKALB AV,03/20/2020,2311,2344	
DEKALB AV,03/21/2020,542,1065	
DEKALB AV,03/22/2020,351,730	
DEKALB AV,03/23/2020,1223,1493	
DEKALB AV,03/24/2020,1290,1664	
DEKALB AV,03/25/2020,1275,1540	
DEKALB AV,03/26/2020,1206,1462	
DEKALB AV,03/27/2020,1152,1452	
DEKALB AV,03/28/2020,501,762	
DEKALB AV,03/29/2020,416,642	
DEKALB AV,03/30/2020,966,1237	
DEKALB AV,03/31/2020,978,1106	
DEKALB AV,04/01/2020,929,1247	
DEKALB AV,04/02/2020,920,1127	
DEKALB AV,04/03/2020,862,1075	
DEKALB AV,04/04/2020,400,670	
DEKALB AV,04/05/2020,348,671	
DEKALB AV,04/06/2020,788,1086	
DEKALB AV,04/07/2020,784,1017	
DEKALB AV,04/08/2020,782,1057	
DEKALB AV,04/09/2020,758,1040	
DEKALB AV,04/10/2020,761,991	
DEKALB AV,04/11/2020,431,672	
DEKALB AV,04/12/2020,342,558	
DEKALB AV,04/13/2020,641,888	
DEKALB AV,04/14/2020,766,1018	
DEKALB AV,04/15/2020,755,1052	
DEKALB AV,04/16/2020,721,1038	
DEKALB AV,04/17/2020,804,1039	
DEKALB AV,04/18/2020,376,667	
DEKALB AV,04/19/2020,355,663	
DEKALB AV,04/20/2020,782,1075	
DEKALB AV,04/21/2020,865,1047	
DEKALB AV,04/22/2020,870,1131	
DEKALB AV,04/23/2020,850,1118	
DEKALB AV,04/24/2020,870,1061	
DEKALB AV,04/25/2020,512,723	
DEKALB AV,04/26/2020,388,579	
DEKALB AV,04/27/2020,891,1164	
DEKALB AV,04/28/2020,940,1243	
DEKALB AV,04/29/2020,977,1184	
DEKALB AV,04/30/2020,965,1236	
DEKALB AV,05/01/2020,982,1209	
DEKALB AV,05/02/2020,499,824	
DEKALB AV,05/03/2020,400,712	
DEKALB AV,05/04/2020,979,1222	
DEKALB AV,05/05/2020,923,1237	
DEKALB AV,05/06/2020,941,1199	
DEKALB AV,05/07/2020,865,1238	
DEKALB AV,05/08/2020,936,1248	
DEKALB AV,05/09/2020,468,837	
DEKALB AV,05/10/2020,402,702	
DEKALB AV,05/11/2020,898,1326	
DEKALB AV,05/12/2020,1057,1381	
DEKALB AV,05/13/2020,1083,1352	
DEKALB AV,05/14/2020,1086,1349	
DEKALB AV,05/15/2020,1069,1356	
DEKALB AV,05/16/2020,569,898	
DEKALB AV,05/17/2020,476,834	
DEKALB AV,05/18/2020,1069,1423	
DEKALB AV,05/19/2020,1093,1493	
DEKALB AV,05/20/2020,1135,1446	
DEKALB AV,05/21/2020,1218,1481	
DEKALB AV,05/22/2020,1177,1469	
DEKALB AV,05/23/2020,630,918	
DEKALB AV,05/24/2020,579,847	
DEKALB AV,05/25/2020,805,979	
DEKALB AV,05/26/2020,1198,1534	
DEKALB AV,05/27/2020,1231,1472	
DEKALB AV,05/28/2020,9802182,1989377	
DEKALB AV,05/29/2020,-3116663,-3184641	
DEKALB AV,05/30/2020,1442,1178	
DEKALB AV,05/31/2020,1189,969	
DEKALB AV,06/01/2020,2098,1521	
DEKALB AV,06/02/2020,2151,1576	
DEKALB AV,06/03/2020,584522,3131743	
DEKALB AV,06/04/2020,-7267723,-1930326	
DEKALB AV,06/05/2020,-1929363404,-856278666	
DEKALB AV,06/06/2020,1558,1419	
DEKALB AV,06/07/2020,1926828245,856225009	
DEKALB AV,06/08/2020,1551,2024	
DEKALB AV,06/09/2020,2539179,58148	
DEKALB AV,06/10/2020,2023,1983	
DEKALB AV,06/11/2020,1916,1991	
DEKALB AV,06/12/2020,1986,2086	
DEKALB AV,06/13/2020,1208,1523	
DEKALB AV,06/14/2020,1343,1165	
DEKALB AV,06/15/2020,1887,1955	
DEKALB AV,06/16/2020,2070,2034	
DEKALB AV,06/17/2020,2371,2140	
DEKALB AV,06/18/2020,2352,2178	
DEKALB AV,06/19/2020,2411,2493	
DEKALB AV,06/20/2020,776,1663	
DEKALB AV,06/21/2020,-1926813415,-856220936	
DEKALB AV,06/22/2020,3447,2444	
DEKALB AV,06/23/2020,3655,2594	
DEKALB AV,06/24/2020,3719,2575	
DEKALB AV,06/25/2020,3770,2788	
DEKALB AV,06/26/2020,4040,2823	
DEKALB AV,06/27/2020,2309,2006	
DEKALB AV,06/28/2020,2033,1818	
DEKALB AV,06/29/2020,3859,2710	
DEKALB AV,06/30/2020,-2540560,-51745	
DEKALB AV,07/01/2020,3282,2784	
DEKALB AV,07/02/2020,3571,3191	
DEKALB AV,07/03/2020,2495,2510	
DEKALB AV,07/04/2020,1700,2071	
DEKALB AV,07/05/2020,1695,1771	
DEKALB AV,07/06/2020,1923676759,853034436	
DEKALB AV,07/07/2020,3128900,3191095	
DEKALB AV,07/08/2020,-1929922913,-859405066	
DEKALB AV,07/09/2020,1929927165,859411084	
DEKALB AV,07/10/2020,1807,2552	
DEKALB AV,07/11/2020,1239,2085	
DEKALB AV,07/12/2020,1320,1929	
DEKALB AV,07/13/2020,2223,2834	
DEKALB AV,07/14/2020,-3125703,-3185450	
DEKALB AV,07/15/2020,2165,2939	
DEKALB AV,07/16/2020,2239,3086	
DEKALB AV,07/17/2020,2031,2980	
DEKALB AV,07/18/2020,1650,2525	
DEKALB AV,07/19/2020,1180,1772	
DEKALB AV,07/20/2020,2078,2740	
DEKALB AV,07/21/2020,2588,3006	
DEKALB AV,07/22/2020,2185,2991	
DEKALB AV,07/23/2020,2217,3063	
DEKALB AV,07/24/2020,1999,2956	
DEKALB AV,07/25/2020,1815,2590	
DEKALB AV,07/26/2020,1241,1926	
DEKALB AV,07/27/2020,2085,2933	
DEKALB AV,07/28/2020,1956,3015	
DEKALB AV,07/29/2020,2294,3123	
DEKALB AV,07/30/2020,2193,3277	
DEKALB AV,07/31/2020,2286,3138	
DEKALB AV,08/01/2020,1574,2535	
DEKALB AV,08/02/2020,1192,1737	
DEKALB AV,08/03/2020,2380,3002	
DEKALB AV,08/04/2020,1733,2368	
DEKALB AV,08/05/2020,2418,3296	
DEKALB AV,08/06/2020,2375,3252	
DEKALB AV,08/07/2020,2583662,73453	
DEKALB AV,08/15/2020,2282,2407	
DEKALB AV,08/16/2020,1427,1628	
DEKALB AV,08/17/2020,2808,3080	
